Crop,Temperature,Moisture Content,Pesticide,Light,Oxygen,Spoilage Risk
0,33.88,3.8,0,2,3.64,47
2,12.6,12.59,0,2,3.52,38
1,39.57,4.7,1,2,0.95,39
2,14.42,9.5,0,0,6.03,34
1,19.5,5.16,1,1,7.4,33
1,5.78,3.83,1,2,5.27,34
1,36.05,16.21,1,1,6.67,50
2,23.58,18.73,0,0,7.44,44
1,28.68,6.16,0,1,6.87,47
2,0.34,18.9,0,0,2.11,42
1,3.91,7.36,1,1,3.13,26
1,0.93,15.78,1,2,7.5,38
1,8.95,14.38,1,2,5.09,37
1,8.43,14.8,0,2,4.39,42
1,0.62,3.25,1,1,1.63,26
1,12.05,5.67,0,2,7.77,43
2,6.91,3.12,1,1,7.3,28
1,33.49,9.53,1,0,7.84,35
0,13.52,12.64,0,1,4.13,34
0,15.76,6.23,0,0,0.67,31
0,6.65,4.08,1,0,6.55,28
1,6.64,12.93,1,1,3.61,27
1,8.14,17.77,0,2,2.26,46
0,7.76,10.72,1,0,3.27,23
2,16.35,12.59,1,1,0.88,19
0,25.14,17.37,1,0,3.64,40
0,37.03,14.98,0,1,1.62,46
0,7.98,11.88,0,2,4.43,38
1,39.1,9.92,1,0,7.93,40
2,16.46,19.59,0,1,5.75,47
2,20.39,14.41,0,2,6.35,42
1,6.0,15.1,0,2,2.96,43
2,25.63,9.49,1,2,4.8,30
0,4.78,5.62,0,0,2.62,31
0,8.44,16.07,1,1,2.63,34
1,19.75,10.06,0,0,3.51,35
0,36.72,3.71,0,0,6.15,45
0,9.95,6.02,0,1,6.16,39
0,20.01,8.52,1,1,7.3,34
0,28.53,12.39,0,2,3.12,47
0,12.85,16.45,0,1,7.22,47
2,13.57,14.24,0,0,4.02,33
2,1.72,9.74,0,2,7.44,41
1,6.58,3.11,0,0,4.02,32
1,16.56,17.08,1,2,1.65,40
1,25.07,16.98,0,0,5.61,51
2,14.8,3.19,1,1,7.12,28
0,5.43,2.56,1,0,5.76,28
2,19.73,18.57,1,0,5.21,35
0,25.76,2.56,1,2,2.67,39
2,15.23,3.34,1,1,6.69,26
1,4.25,6.34,1,1,0.76,22
1,18.98,18.87,1,1,0.67,37
2,30.5,18.42,1,2,1.87,42
1,24.21,15.19,0,0,1.84,39
1,1.45,7.12,1,1,3.21,26
1,1.51,11.23,0,2,1.73,39
2,7.0,16.31,1,1,0.84,27
0,15.9,9.24,1,2,1.0,33
1,36.83,11.99,1,1,6.76,43
0,28.0,4.41,0,0,1.44,40
0,10.91,11.4,0,0,4.01,31
2,19.58,9.08,1,1,3.53,22
1,14.03,6.52,1,2,1.91,30
2,18.78,7.91,0,1,7.73,35
1,1.05,16.81,1,0,2.91,30
2,22.74,5.57,0,1,5.57,35
2,22.46,13.33,0,0,7.37,35
2,37.25,12.81,1,0,1.33,28
1,12.45,5.32,0,2,1.75,39
2,31.24,16.74,0,1,5.24,46
0,5.46,17.4,1,1,5.77,39
0,16.55,18.1,0,2,0.56,46
0,34.02,9.39,1,2,6.7,44
1,24.28,10.37,1,2,2.92,33
2,28.94,7.24,1,1,3.09,26
1,35.6,19.62,0,1,6.55,64
1,10.5,18.74,0,1,1.28,47
1,17.25,10.72,1,0,1.32,26
1,27.71,14.24,1,2,2.78,41
0,1.89,9.59,0,2,2.11,38
1,15.76,2.85,1,2,6.69,37
2,1.32,7.07,1,2,2.52,28
0,26.55,19.77,0,2,7.28,60
0,39.15,17.68,1,2,6.46,52
2,29.53,15.4,0,0,7.0,40
1,39.08,19.38,0,2,2.94,64
1,4.84,14.57,0,0,1.55,35
0,17.46,6.6,0,2,1.77,41
1,17.38,12.05,0,2,3.59,43
0,13.9,7.73,1,0,5.18,28
1,4.72,6.73,0,2,4.83,39
0,19.9,17.05,0,1,7.36,50
1,15.45,15.58,1,2,3.06,37
1,22.72,7.48,1,1,3.38,29
1,39.92,17.21,0,2,2.73,59
1,4.36,6.8,1,0,4.76,23
1,4.77,8.48,1,1,7.75,30
0,22.93,19.59,1,0,7.7,39
1,19.42,19.59,1,0,2.46,38
1,34.76,12.05,0,0,3.86,41
2,13.63,7.93,1,1,1.62,24
1,17.63,11.06,0,1,2.28,38
0,0.5,16.3,0,1,1.03,42
0,25.89,17.33,1,2,3.57,47
0,36.03,9.1,1,1,5.48,40
0,14.74,9.52,1,2,1.94,30
2,38.01,8.97,1,2,1.93,34
0,4.66,8.31,0,1,2.29,34
1,38.54,8.9,0,0,3.95,45
2,1.5,15.33,1,0,2.07,25
2,24.59,6.22,0,0,2.91,28
2,23.94,12.93,0,1,4.8,32
1,25.65,16.42,1,0,1.87,38
1,5.99,7.63,0,1,0.81,31
2,16.14,11.15,1,2,6.18,30
2,11.97,6.76,0,0,4.4,30
1,11.06,4.5,1,2,1.4,30
1,4.54,16.73,0,2,2.65,46
1,6.34,18.27,1,0,5.08,39
0,33.16,2.38,0,2,4.73,47
1,13.51,14.59,0,2,0.51,38
0,34.52,18.01,0,2,2.32,55
2,27.7,10.91,0,1,5.17,39
1,8.73,18.14,1,0,6.93,39
0,10.06,4.69,1,1,7.39,31
2,24.78,16.4,1,2,1.0,33
2,27.55,9.39,0,1,1.21,35
2,15.64,19.37,0,1,3.63,43
1,37.24,10.98,1,0,2.46,36
1,20.88,17.43,1,1,3.24,36
2,29.23,8.78,1,1,3.05,26
1,21.86,5.58,0,0,7.8,39
1,21.38,17.67,1,2,2.89,40
0,25.09,6.76,1,0,1.05,32
1,6.99,5.84,1,2,2.94,30
1,11.66,19.61,1,2,2.82,42
1,23.69,8.85,0,2,7.36,46
0,31.95,14.0,0,0,7.96,48
0,18.54,16.3,1,2,0.82,38
2,18.78,14.65,0,1,4.24,34
2,10.78,6.64,1,2,1.05,28
0,38.2,5.46,1,1,3.55,35
0,32.81,3.23,0,2,2.72,47
1,37.05,2.39,0,1,0.7,44
1,14.09,6.73,1,1,5.53,30
1,18.84,16.25,0,0,4.92,42
2,31.8,14.0,1,0,2.33,26
0,7.25,18.7,1,2,1.73,38
2,24.07,3.42,1,2,1.37,26
1,19.16,13.14,0,2,3.22,45
2,7.94,14.12,1,0,3.23,24
0,31.22,5.78,0,2,2.18,47
0,20.19,10.16,0,1,7.91,42
1,25.65,10.29,1,2,1.24,38
1,4.96,2.44,1,2,7.8,34
2,13.48,6.95,0,0,1.53,30
0,8.39,19.03,0,2,3.18,46
0,23.32,4.76,1,1,1.23,29
2,14.14,10.9,1,0,2.2,21
0,15.2,18.88,1,0,4.31,34
2,26.03,2.83,1,2,5.95,34
1,11.63,19.83,1,2,7.24,46
2,38.07,9.56,0,0,3.34,36
2,13.15,5.69,0,0,7.38,34
1,17.34,4.1,0,0,4.36,35
1,2.74,15.1,0,0,4.63,36
1,24.98,13.8,0,1,6.96,45
0,0.29,4.62,1,0,4.92,23
2,36.05,5.63,0,0,6.47,40
1,32.94,3.65,0,1,3.67,43
1,27.74,9.2,0,1,7.72,47
1,18.62,10.11,1,0,4.79,26
0,13.3,16.15,1,2,7.43,43
2,18.2,12.41,0,1,2.39,32
2,20.18,14.96,1,1,6.52,29
2,27.96,15.72,1,0,4.68,27
0,33.85,3.25,1,2,7.11,44
0,34.61,19.17,0,0,2.84,48
2,10.61,2.83,0,2,3.36,37
2,20.17,8.83,0,2,6.23,39
1,4.27,3.84,0,1,5.79,39
1,34.13,4.86,0,1,1.98,43
1,36.56,12.31,1,2,4.8,44
1,33.15,11.48,1,1,2.74,34
2,33.23,6.68,1,0,3.55,23
1,24.02,13.52,0,2,3.58,45
1,26.21,17.88,0,1,2.64,50
0,29.15,13.63,0,1,5.43,48
0,38.18,18.37,0,1,7.56,56
2,28.76,3.42,1,1,5.72,30
0,13.69,5.61,1,2,1.99,30
0,1.61,17.5,1,2,0.94,35
1,31.88,4.84,0,0,2.62,40
1,23.1,14.75,1,2,1.99,36
0,31.75,11.0,1,2,7.89,44
1,21.26,7.34,0,1,7.13,42
2,32.37,16.37,1,2,2.46,37
1,6.18,7.93,0,0,1.8,32
0,24.38,18.87,1,2,7.68,46
1,21.71,19.63,0,2,3.76,54
1,6.78,11.6,1,2,1.99,30
2,18.53,11.54,0,2,0.51,31
1,13.6,18.59,1,2,3.64,42
2,21.13,10.99,1,2,7.74,30
0,6.54,8.42,0,0,3.05,31
1,19.53,13.49,0,0,1.05,38
2,14.24,11.6,1,1,6.92,28
1,3.41,9.14,1,2,4.39,30
2,21.42,10.54,0,2,4.45,35
2,18.19,15.15,0,0,5.57,36
0,19.31,19.83,0,2,7.45,54
2,13.56,14.85,0,0,7.32,37
1,37.35,12.55,0,0,3.35,46
2,11.93,19.38,1,0,1.92,33
0,30.46,9.12,1,2,7.88,44
1,24.31,15.41,1,0,1.9,30
1,13.96,9.36,0,2,3.37,39
1,7.98,14.59,0,2,5.93,46
2,37.64,5.05,0,0,3.01,36
2,23.02,2.5,0,1,7.73,35
1,26.48,12.71,0,0,2.66,41
1,1.33,8.3,0,1,1.94,35
1,5.16,2.88,0,0,5.43,36
0,26.95,17.71,0,1,2.85,51
1,14.55,5.77,0,1,3.86,35
2,15.25,2.21,0,0,7.07,32
1,33.15,16.68,0,2,7.81,58
1,39.79,13.79,0,0,1.08,48
1,29.13,5.41,1,2,3.58,38
0,33.84,17.23,1,2,7.19,52
1,33.83,16.91,0,0,4.91,47
0,27.85,4.5,0,1,5.04,48
0,18.28,12.08,0,2,2.23,41
0,11.73,19.37,0,1,2.48,42
0,33.27,19.24,0,1,6.53,56
1,38.49,15.77,0,2,1.16,56
1,39.03,14.8,0,1,3.09,51
1,36.37,2.91,0,1,0.92,44
0,6.39,14.34,0,1,5.4,42
2,9.11,12.6,0,0,2.81,31
1,29.11,12.6,0,1,7.52,48
1,34.73,2.16,0,2,2.15,47
0,16.29,13.91,1,1,3.33,29
0,5.43,3.52,0,2,2.41,38
1,36.41,14.7,1,2,2.92,46
2,30.85,10.04,1,0,6.7,27
1,19.14,16.22,1,0,6.09,37
1,16.38,2.28,0,1,2.8,38
1,12.35,19.1,1,1,4.26,38
1,36.25,11.07,0,0,1.93,45
0,20.33,9.69,1,0,5.22,31
1,5.82,16.04,1,2,6.27,41
1,23.95,16.54,1,1,7.35,40
0,31.19,19.43,0,2,7.23,60
0,2.04,17.29,1,1,5.59,39
2,19.44,7.81,1,0,4.85,19
1,16.46,14.37,1,1,7.26,36
1,32.87,4.51,1,1,6.35,38
1,4.43,19.83,1,1,7.76,42
1,23.97,17.87,0,2,1.8,49
2,18.7,16.44,1,1,7.33,33
1,34.49,2.02,1,0,3.65,31
0,6.66,13.97,1,1,6.12,31
2,39.05,8.04,0,0,3.43,36
1,13.34,10.7,1,0,6.77,27
0,15.35,17.31,0,2,6.17,54
1,4.4,14.44,1,1,4.29,29
1,15.67,9.06,1,2,6.48,37
1,12.41,17.58,0,2,4.45,46
0,11.4,16.96,1,0,0.57,28
0,30.91,3.81,1,1,3.9,35
1,14.17,8.07,1,2,2.8,30
2,33.65,7.22,1,2,6.93,34
2,2.5,17.01,1,0,3.47,28
2,13.47,14.29,0,0,1.78,33
0,24.2,11.83,1,0,4.06,26
2,2.82,6.08,0,2,1.98,37
1,0.91,3.6,0,2,3.93,39
0,36.49,5.15,0,1,2.79,43
2,4.09,15.83,0,2,6.61,45
1,26.57,16.82,1,1,7.36,45
0,35.47,14.3,0,1,3.55,46
0,20.35,10.96,1,2,1.03,33
0,30.04,14.53,1,1,7.3,43
1,12.66,16.04,1,0,4.5,30
2,9.43,17.19,1,2,7.62,39
0,24.21,10.39,1,0,6.22,31
1,1.58,11.21,0,1,1.04,35
2,20.74,11.47,1,0,3.46,19
0,21.99,17.11,1,1,5.78,42
1,5.6,11.66,0,2,2.49,39
1,10.78,13.82,1,0,5.37,30
1,9.56,11.02,0,1,1.08,35
2,9.02,19.02,1,0,1.44,33
2,18.15,12.62,1,1,2.93,23
1,35.17,2.18,0,0,6.19,49
1,6.49,13.25,0,2,6.82,46
1,26.8,14.85,0,2,7.55,54
2,15.91,5.45,1,0,6.37,23
0,17.27,2.93,1,1,2.55,29
2,20.79,13.46,1,2,5.57,33
0,11.66,7.63,0,0,1.78,31
1,11.09,14.85,1,2,1.34,33
0,5.99,19.59,1,0,3.8,31
0,9.49,7.95,1,2,0.77,27
0,39.09,8.36,0,1,1.06,43
0,3.97,16.59,0,2,6.1,51
2,19.76,2.21,0,1,4.28,31
1,0.88,3.62,0,1,3.48,35
0,16.7,18.48,0,0,4.91,42
0,13.04,15.76,1,0,3.51,26
1,22.8,9.79,0,1,4.17,38
0,25.48,8.28,0,2,7.89,52
1,10.9,4.53,0,1,2.54,35
0,35.91,9.54,1,1,7.76,40
1,7.97,14.01,1,2,1.3,33
1,31.1,15.21,1,2,3.97,42
0,11.82,4.77,0,2,1.04,38
0,6.44,8.37,1,0,3.24,23
2,0.78,8.62,1,0,3.09,21
0,17.7,18.74,1,2,4.42,41
1,21.48,15.93,0,0,5.53,43
1,25.52,10.97,1,2,2.18,38
0,2.57,17.14,0,0,5.0,44
2,32.64,8.0,1,2,2.72,30
2,28.25,6.52,0,2,6.12,43
0,11.88,13.59,1,1,6.72,31
0,13.6,18.76,1,0,3.09,31
0,10.65,12.36,0,1,3.82,34
1,3.76,3.52,1,0,4.16,23
1,19.92,13.52,1,1,1.35,32
0,39.92,19.34,0,0,6.77,53
2,34.37,16.75,1,1,7.83,37
1,22.41,19.07,0,0,0.92,43
2,6.01,5.49,1,1,0.92,20
1,6.95,5.62,0,1,0.93,31
1,16.86,18.54,1,1,2.32,41
1,33.36,2.25,1,0,1.78,31
0,26.89,5.97,0,0,6.26,45
1,11.82,15.68,0,0,7.45,40
2,22.27,18.22,0,1,1.19,43
0,22.17,2.52,0,1,1.28,37
2,31.58,8.59,0,2,3.91,39
1,11.75,16.01,0,0,6.9,43
0,34.02,5.74,0,0,4.75,40
2,2.82,12.56,0,1,5.2,38
0,38.89,16.59,1,1,5.44,48
1,11.32,12.89,1,0,4.13,24
2,23.65,6.96,1,2,5.68,30
2,19.44,14.79,0,2,7.88,42
1,37.79,8.1,0,1,0.54,44
1,30.5,5.65,0,2,4.12,47
1,15.69,19.8,0,2,1.96,54
1,3.34,19.44,1,2,4.64,42
2,37.74,6.72,1,2,3.17,34
2,16.66,5.18,0,1,4.81,31
2,12.12,4.29,1,0,7.9,25
0,34.85,17.17,1,1,7.4,48
1,39.76,5.39,1,2,5.92,47
2,10.77,10.32,1,2,1.05,28
2,19.28,16.38,1,0,6.12,30
2,3.52,7.4,0,1,2.75,33
1,8.32,7.33,0,2,5.86,43
2,23.69,4.14,1,0,7.75,23
1,32.15,12.54,1,2,0.6,35
1,2.43,2.42,0,0,6.54,36
1,3.66,3.75,1,2,3.79,30
1,1.35,17.79,0,2,5.95,50
0,32.08,9.34,0,2,6.78,52
2,5.69,3.39,1,0,3.07,21
1,3.14,4.71,0,2,5.93,43
1,27.65,16.43,0,2,5.7,58
0,31.86,14.33,0,0,4.69,43
1,24.81,8.18,0,2,5.32,46
2,15.68,15.63,0,2,7.98,43
2,37.06,3.19,0,2,0.66,39
1,38.05,3.21,0,2,2.91,52
1,26.63,19.82,1,2,0.51,46
2,21.95,14.8,0,2,7.2,42
2,34.38,5.37,0,2,6.92,43
2,4.37,4.13,0,0,5.02,34
1,5.3,11.1,0,2,5.06,43
2,14.93,18.88,1,2,0.73,36
1,4.47,19.67,1,1,7.8,42
1,39.48,5.53,0,1,7.09,52
1,15.46,6.72,0,2,2.38,42
1,22.45,16.41,0,1,7.12,49
0,10.98,11.21,0,0,6.97,36
0,13.58,15.02,0,1,7.79,42
2,4.42,11.16,1,1,7.95,28
0,11.09,6.72,0,1,3.95,34
1,12.78,2.51,1,2,6.38,34
1,37.91,12.06,0,2,1.49,53
2,7.8,7.67,0,1,7.18,37
0,27.2,6.17,1,0,6.06,37
2,12.93,12.44,0,2,0.61,34
1,14.34,10.55,1,2,4.17,30
1,6.85,17.99,0,0,4.34,39
0,20.94,2.41,1,1,4.89,29
0,23.75,19.67,1,0,5.54,39
0,39.95,11.91,0,1,5.21,48
1,18.56,11.25,1,0,2.02,26
0,18.43,14.37,1,0,2.51,29
2,21.77,2.38,1,2,3.08,26
0,36.75,19.88,1,1,4.01,43
1,32.07,12.84,0,1,4.82,44
0,39.85,11.86,1,1,5.82,40
1,11.79,15.15,1,2,6.72,38
1,29.29,10.01,1,0,5.49,35
2,31.72,2.05,1,1,3.67,26
1,27.95,15.64,1,1,4.8,38
2,0.04,11.44,1,2,6.61,32
0,25.92,10.66,1,1,3.87,35
1,9.11,7.55,1,2,4.84,30
2,2.3,17.04,1,1,5.62,35
2,30.14,12.23,1,0,6.99,28
2,10.76,16.66,1,2,4.42,35
0,5.66,9.65,1,1,4.85,26
2,0.46,6.24,1,1,5.95,28
1,25.16,18.95,1,1,3.48,46
1,8.42,10.2,0,2,7.68,43
1,3.71,12.95,0,0,0.84,29
2,8.98,10.32,1,0,5.5,25
0,33.33,4.65,1,2,7.38,44
1,9.14,13.49,0,1,7.66,42
2,5.13,18.2,0,0,4.08,42
2,12.17,19.64,1,2,2.29,40
2,39.19,11.75,1,2,7.16,38
0,13.44,13.49,0,0,4.2,31
0,30.07,7.04,0,2,4.51,47
1,21.92,3.54,0,0,3.94,35
1,12.37,12.1,1,0,2.15,24
0,13.62,16.77,0,0,5.18,44
1,24.06,19.19,0,1,2.79,50
1,33.7,7.75,0,0,5.15,44
2,29.5,5.1,0,2,5.84,43
0,17.36,10.49,0,0,0.7,31
2,13.63,4.96,0,2,2.19,37
0,13.33,7.27,0,0,5.67,36
1,17.54,16.21,1,1,7.78,40
1,31.32,9.39,0,1,5.12,47
2,37.36,13.36,1,2,6.71,41
1,39.39,13.92,0,2,5.95,59
0,5.8,12.47,1,2,5.36,35
0,30.51,6.93,0,0,6.07,45
2,2.77,18.4,1,2,0.84,36
2,14.21,19.83,0,1,4.36,45
2,6.04,11.77,0,2,6.64,41
0,13.74,13.43,0,1,0.7,31
1,6.11,11.83,0,0,2.51,32
1,35.93,8.06,0,1,3.0,48
1,35.88,9.54,0,1,7.61,52
2,15.51,11.48,0,0,4.22,28
0,4.75,3.94,1,2,7.41,35
2,16.42,7.71,1,1,0.69,18
1,4.51,19.17,0,2,7.84,55
2,13.78,19.5,1,2,1.11,40
2,28.34,17.45,0,2,1.47,46
0,7.31,8.02,0,1,1.51,34
2,8.98,7.62,0,2,2.07,37
0,13.25,10.25,1,1,2.67,26
1,20.09,17.83,0,2,2.04,49
2,3.19,2.08,0,1,7.58,37
0,8.79,14.57,0,1,5.47,42
1,39.05,2.92,1,1,1.36,39
0,14.98,12.86,1,1,5.31,31
2,13.73,16.97,1,0,2.38,28
0,18.6,11.33,1,2,4.74,33
1,24.27,13.18,0,0,1.43,38
2,1.99,11.6,0,1,7.31,37
2,17.86,4.78,1,2,3.47,26
1,9.1,5.25,0,2,5.81,43
1,18.17,8.45,0,0,7.78,39
0,15.96,3.02,1,1,4.45,29
0,30.02,2.81,1,2,0.55,36
1,27.93,9.54,0,0,6.58,44
1,13.69,9.53,1,0,7.77,27
1,14.39,17.58,1,0,2.41,30
1,37.32,4.89,1,0,4.2,36
2,14.48,10.54,1,0,2.93,21
2,36.24,8.14,0,1,2.89,39
1,26.76,9.83,1,1,1.58,34
0,12.35,2.87,0,0,7.76,36
1,35.2,7.1,0,1,1.75,48
1,12.24,13.15,1,0,4.92,26
2,25.81,18.55,0,2,0.76,47
2,12.79,16.58,0,2,1.92,44
0,1.59,3.0,0,1,5.96,39
2,25.93,13.88,1,0,5.32,30
2,18.22,11.87,0,0,1.32,28
2,31.25,6.89,1,2,3.39,30
1,1.49,6.6,1,1,3.17,26
2,7.04,19.3,1,1,4.43,36
0,5.81,18.15,0,2,7.18,51
0,16.93,17.06,1,0,7.44,39
0,16.87,14.45,0,0,5.71,42
2,7.72,7.92,0,1,0.92,29
1,26.29,9.54,1,1,6.27,38
1,26.21,17.89,1,0,7.58,42
0,5.58,4.35,0,0,5.75,36
1,21.71,5.14,0,0,6.51,39
1,19.36,5.43,1,0,0.91,22
1,26.09,16.73,1,1,7.68,45
1,31.88,18.75,1,2,7.4,54
0,7.31,9.71,1,2,5.63,35
0,19.73,12.03,1,0,4.2,26
2,28.5,5.97,0,0,7.77,36
2,4.12,11.39,0,2,1.74,37
1,25.88,3.66,0,2,7.86,51
1,28.32,9.75,1,0,4.53,31
1,17.26,4.88,1,0,7.15,30
1,24.02,9.06,1,2,7.24,37
0,14.76,9.16,1,2,4.8,30
0,37.69,8.84,1,1,0.85,32
2,33.6,12.62,0,0,7.25,37
0,9.36,19.71,0,2,3.72,46
1,13.31,12.86,1,1,7.68,31
1,10.96,7.91,1,0,1.25,23
2,9.37,9.52,1,2,3.0,28
2,39.96,14.38,0,0,3.87,39
1,35.72,3.72,1,1,4.1,39
1,13.62,13.38,1,2,2.02,33
2,5.22,13.37,0,0,3.91,33
2,25.72,8.75,0,1,7.68,39
2,11.63,19.51,1,0,5.98,37
1,5.98,2.55,0,2,2.2,39
2,15.45,4.63,1,0,5.49,23
1,4.79,8.66,0,2,5.63,43
1,30.76,19.99,1,2,4.83,50
0,18.43,3.2,1,2,4.08,33
2,21.1,17.75,0,1,6.94,42
0,7.27,10.06,1,0,1.24,23
2,23.64,12.54,0,2,7.42,40
1,27.07,18.18,1,2,0.81,46
1,12.73,5.32,1,2,3.65,30
2,30.34,6.04,1,1,2.65,26
1,24.49,9.12,0,2,0.77,38
1,20.83,10.94,1,2,0.94,29
1,27.04,10.86,0,0,5.8,44
2,12.08,19.73,1,1,6.7,40
0,9.58,3.11,1,2,1.95,30
1,20.6,8.33,1,2,5.22,37
1,21.24,12.82,0,2,5.09,47
2,4.03,5.68,1,1,4.31,24
0,36.59,9.04,1,1,0.99,32
1,27.05,18.8,0,1,2.83,55
1,5.07,6.98,0,1,0.7,31
1,18.6,6.44,0,2,7.13,46
1,13.5,17.94,0,1,7.59,46
2,28.05,2.34,1,1,0.8,22
1,34.09,6.26,0,2,4.53,47
0,13.69,7.05,1,2,2.88,30
1,8.67,18.74,1,1,0.8,34
1,23.59,13.59,1,0,6.78,33
1,22.1,5.73,1,1,0.93,25
1,32.3,13.09,0,1,5.18,50
1,3.92,7.42,0,0,1.58,32
1,1.31,19.05,0,2,6.74,55
2,8.57,15.0,0,0,0.85,30
2,18.83,16.4,0,0,2.84,35
1,4.38,14.63,1,1,7.84,33
1,7.66,11.94,0,1,3.75,35
1,8.78,3.29,0,1,2.48,35
2,15.66,7.91,0,1,3.27,31
0,28.41,18.44,0,0,6.87,53
1,9.54,2.74,1,0,5.46,27
0,32.43,16.74,1,2,3.49,47
2,13.23,10.3,0,0,7.96,34
0,30.7,11.37,0,1,0.71,40
1,23.2,3.16,1,0,6.62,30
2,1.74,8.2,1,1,4.41,24
1,26.22,12.74,1,2,2.21,39
0,5.4,13.39,0,1,6.83,39
1,5.66,12.14,0,2,1.81,40
0,7.9,9.96,1,1,5.72,31
0,31.59,4.68,1,2,1.12,39
1,1.68,19.32,1,2,6.68,46
2,36.79,4.07,1,1,7.04,34
0,38.22,15.03,0,0,4.32,43
2,25.67,11.25,1,1,0.77,22
2,3.49,9.98,1,0,3.24,21
1,22.26,11.12,1,0,5.5,30
1,10.06,8.83,0,1,4.8,35
2,4.49,11.31,0,2,3.47,37
2,29.8,8.54,0,2,7.99,43
0,5.83,4.82,0,2,2.18,38
1,31.17,15.13,0,2,3.42,51
1,19.66,3.41,1,1,4.07,29
2,0.42,10.4,0,2,6.27,41
1,23.34,3.11,0,0,2.58,35
2,21.16,14.53,0,0,5.92,35
2,18.44,12.42,1,0,5.22,24
0,25.2,13.32,1,2,7.15,44
2,26.32,13.53,1,0,1.79,26
1,3.71,18.19,0,2,6.52,55
2,4.83,17.24,1,1,2.06,31
2,14.25,3.7,1,0,1.55,21
1,30.49,7.11,1,2,3.53,38
2,9.6,5.23,0,1,4.28,33
2,26.57,15.12,1,1,1.49,30
1,34.0,8.29,0,2,1.25,47
0,21.04,4.35,0,1,2.33,37
0,30.56,12.74,1,1,3.29,35
1,6.02,11.96,1,1,1.99,26
2,17.83,18.76,0,1,4.39,43
2,19.82,18.46,1,0,3.0,31
2,27.56,14.64,0,2,5.78,46
2,22.4,12.1,1,2,6.09,31
0,33.21,8.46,1,1,7.88,40
0,7.75,14.57,0,2,7.45,46
1,39.25,5.01,0,0,6.99,49
1,33.51,5.35,1,1,7.69,38
1,39.15,6.79,0,1,7.19,52
1,12.68,4.84,0,2,6.37,43
2,4.95,10.26,0,0,7.54,34
1,11.94,15.69,1,2,7.73,38
2,35.78,5.32,1,2,5.34,38
1,16.13,2.06,1,0,1.83,26
0,7.2,10.26,1,1,3.76,26
0,16.03,16.14,0,2,5.25,54
1,10.82,14.95,1,2,7.02,37
1,26.13,6.09,1,0,2.81,31
1,35.11,4.15,0,2,5.62,56
1,38.69,10.75,1,2,4.06,43
1,17.56,4.48,0,1,6.81,42
1,19.08,19.58,1,0,7.14,42
0,37.13,14.94,0,2,5.39,55
0,22.29,5.36,0,0,6.63,39
0,19.64,3.85,1,2,0.88,30
1,20.23,14.26,0,2,7.08,49
0,20.5,7.24,1,1,4.27,29
1,22.7,9.52,1,1,0.76,25
2,39.84,10.18,0,1,1.02,39
2,33.08,2.26,1,1,6.5,30
1,17.62,7.67,1,1,4.48,29
1,20.05,16.7,0,1,1.15,45
0,26.13,12.58,1,0,3.18,32
2,12.03,12.54,1,2,6.92,33
1,25.31,8.33,0,1,3.1,43
1,3.13,6.13,1,1,1.28,26
0,14.21,11.21,1,0,0.52,20
1,33.9,16.68,0,1,0.94,46
2,37.9,5.46,1,2,1.07,34
1,9.18,17.78,0,1,5.25,46
1,10.97,18.12,0,1,7.26,51
0,27.47,12.84,1,1,4.24,35
1,11.03,17.54,0,2,2.62,46
0,31.55,11.22,1,1,4.49,35
0,16.64,7.3,1,1,5.0,34
2,27.93,19.02,1,2,4.69,42
1,32.0,18.31,0,0,2.93,52
2,3.61,4.82,1,2,6.0,32
0,9.79,7.61,1,2,7.62,35
1,34.16,16.96,0,1,3.01,50
0,7.02,14.44,1,2,4.14,33
1,4.67,5.31,0,1,2.26,35
1,14.42,5.12,0,2,6.32,43
1,9.57,6.16,0,0,7.33,36
1,36.32,19.54,1,2,3.51,55
2,34.99,12.98,0,0,2.91,33
0,34.15,12.89,0,0,6.94,45
1,22.01,10.98,0,1,2.47,38
2,32.88,4.49,0,1,7.78,39
2,39.61,17.12,1,1,2.55,37
0,13.86,11.8,1,2,1.17,30
1,26.88,5.09,1,0,6.01,35
1,17.78,2.97,1,0,1.15,26
2,32.92,10.97,1,0,3.21,23
1,10.54,12.39,1,1,6.94,31
0,18.86,13.1,0,1,3.1,37
2,34.78,8.95,0,0,7.16,36
0,29.15,11.98,0,1,2.29,43
2,14.93,8.22,0,1,2.57,33
0,16.14,14.88,1,2,3.98,36
0,33.14,15.3,0,0,2.84,43
2,9.83,16.82,0,2,5.54,48
0,14.2,12.89,1,2,6.05,35
2,17.72,10.74,1,2,4.07,26
2,8.87,4.52,0,2,5.03,41
1,2.45,9.99,0,1,4.68,35
1,32.16,12.16,1,0,7.4,36
0,36.5,8.8,0,1,5.55,48
1,16.73,13.35,1,1,1.99,32
2,15.13,17.28,1,1,7.39,33
1,14.32,6.57,0,1,7.27,39
1,27.51,15.17,1,1,3.08,38
0,7.75,17.84,0,2,3.6,46
1,35.79,7.74,1,2,1.62,43
2,36.89,9.05,1,2,4.6,34
1,34.09,17.4,1,2,2.52,45
2,18.22,8.95,1,0,2.97,19
1,36.53,15.19,0,1,6.86,56
1,1.38,5.79,1,0,5.36,27
1,24.11,6.21,0,0,7.79,39
2,1.45,2.34,1,1,5.02,28
1,17.94,13.48,1,0,1.3,29
1,14.96,3.19,0,0,3.92,32
